,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
13,Gintama,14.0,119,8.95,201.0,TV,https://myanimelist.net/anime/918/Gintama,Spring 2006 ,Gintama,銀魂,"Gin Tama, Silver Soul, Yorinuki Gintama-san",Finished Airing ,"Apr 4, 2006 to Mar 25, 2010 ",Thursdays at 18:00 (JST) ,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha ","Sentai Filmworks, Crunchyroll ",Sunrise ,Manga ,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,47233,811554,158660,245249,93547,41945,272153,114532.0,80189.0,56762.0,29675.0,11938.0,6781.0,3081.0,1386.0,911.0,2926.0,308181.0,0.1925920187238276
567,Black Clover,568.0,85,7.98,170.0,TV,https://myanimelist.net/anime/34572/Black_Clover,Fall 2017 ,Black Clover,ブラッククローバー,,Finished Airing ,"Oct 3, 2017 to Mar 30, 2021 ",Tuesdays at 18:25 (JST) ,"TV Tokyo, Avex Pictures, Shueisha ","Funimation, Crunchyroll ",Studio Pierrot ,Manga ,"Action, Comedy, Magic, Fantasy, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,22038,997863,473878,151667,90699,97184,184435,71519.0,82924.0,120286.0,96412.0,41232.0,22911.0,13686.0,7205.0,4372.0,4992.0,465539.0,0.1453051751534612
2,Steins;Gate,3.0,10,9.1,24.0,TV,https://myanimelist.net/anime/9253/Steins_Gate,Spring 2011 ,Steins;Gate,STEINS;GATE,,Finished Airing ,"Apr 6, 2011 to Sep 14, 2011 ",Wednesdays at 02:05 (JST) ,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus ",Funimation ,White Fox ,Visual novel ,"Sci-Fi, Psychological, Drama, Thriller",24 min. per ep. ,PG-13 - Teens 13 or older ,148325,1920474,124425,1215783,66616,38922,474728,499900.0,297881.0,152722.0,62782.0,23231.0,12093.0,5571.0,2565.0,1945.0,5912.0,1064602.0,0.12199956735700368
30,Monster,31.0,159,8.78,74.0,TV,https://myanimelist.net/anime/19/Monster,Spring 2004 ,Monster,モンスター,,Finished Airing ,"Apr 7, 2004 to Sep 28, 2005 ",Wednesdays at 00:40 (JST) ,"VAP, Shogakukan-Shueisha Productions, Nippon Television Network ",VIZ Media ,Madhouse ,Manga ,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",24 min. per ep. ,R+ - Mild Nudity ,28437,681096,72867,233958,51536,24609,298126,86029.0,66483.0,47150.0,23816.0,9532.0,4684.0,2230.0,920.0,631.0,1238.0,242713.0,0.12154745723591413
4,Hunter x Hunter (2011),5.0,11,9.07,148.0,TV,https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,Fall 2011 ,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,HxH (2011),Finished Airing ,"Oct 2, 2011 to Sep 24, 2014 ",Sundays at 10:55 (JST) ,"VAP, Nippon Television Network, Shueisha ",VIZ Media ,Madhouse ,Manga ,"Action, Adventure, Fantasy, Shounen, Super Power",23 min. per ep. ,PG-13 - Teens 13 or older ,146964,1898496,257581,1241291,92883,36560,270181,508513.0,349522.0,194297.0,76366.0,21628.0,9245.0,3334.0,1443.0,1185.0,4985.0,1170518.0,0.11839608923290348
67,Yojouhan Shinwa Taikei,68.0,460,8.6,11.0,TV,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,Spring 2010 ,The Tatami Galaxy,四畳半神話大系,"Yojo-Han Shinwa Taikei, Yojou-Han Shinwa Taikei, Yojohan Shinwa Taikei",Finished Airing ,"Apr 23, 2010 to Jul 2, 2010 ",Fridays at 00:45 (JST) ,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music ",Funimation ,Madhouse ,Novel ,"Mystery, Comedy, Psychological, Romance",23 min. per ep. ,R - 17+ (violence & profanity) ,14277,332188,20630,121686,12461,7557,169854,32007.0,33026.0,24900.0,11377.0,4283.0,2014.0,1067.0,491.0,331.0,726.0,110222.0,0.11732656180661703
303,Shoujo Kakumei Utena,304.0,966,8.2,39.0,TV,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena,Spring 1997 ,Revolutionary Girl Utena,少女革命ウテナ,Shoujo Kakumei Utena,Finished Airing ,"Apr 2, 1997 to Dec 24, 1997 ",Wednesdays at 18:00 (JST) ,"TV Tokyo, Audio Tanaka ","Nozomi Entertainment, Central Park Media ",J.C.Staff ,Original ,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",23 min. per ep. ,PG-13 - Teens 13 or older ,6109,165134,12993,54405,10278,5531,81927,11553.0,11029.0,11499.0,7988.0,3650.0,1895.0,968.0,415.0,279.0,455.0,49731.0,0.11228747357779616
95,Aria the Origination,96.0,1462,8.51,13.0,TV,https://myanimelist.net/anime/3297/Aria_the_Origination,Winter 2008 ,Aria the Origination,ARIA The ORIGINATION,Aria Season 3,Finished Airing ,"Jan 8, 2008 to Apr 1, 2008 ",Tuesdays at 02:00 (JST) ,"TV Tokyo, Shochiku, Mag Garden ",Nozomi Entertainment ,Hal Film Maker ,Manga ,"Sci-Fi, Slice of Life, Fantasy, Shounen",24 min. per ep. ,G - All Ages ,3532,101931,3820,31830,2578,2549,61154,9044.0,5832.0,4950.0,3175.0,1567.0,778.0,335.0,151.0,112.0,469.0,26413.0,0.11096449890040842
0,Fullmetal Alchemist: Brotherhood,1.0,3,9.17,64.0,TV,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,Spring 2009 ,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"Hagane no Renkinjutsushi: Fullmetal Alchemist, Fullmetal Alchemist (2009), FMA, FMAB",Finished Airing ,"Apr 5, 2009 to Jul 4, 2010 ",Sundays at 17:00 (JST) ,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken ","Funimation, Aniplex of America ",Bones ,Manga ,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,173842,2438348,187635,1773665,82422,35785,358841,766948.0,435910.0,217701.0,77068.0,22249.0,10285.0,3601.0,1707.0,2292.0,18197.0,1555958.0,0.09801287165276419
47,Mushishi,48.0,171,8.69,26.0,TV,https://myanimelist.net/anime/457/Mushishi,Fall 2005 ,Mushi-Shi,蟲師,,Finished Airing ,"Oct 23, 2005 to Jun 19, 2006 ",Sundays at 03:40 (JST) ,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound ",Funimation ,Artland ,Manga ,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",25 min. per ep. ,PG-13 - Teens 13 or older ,22366,654948,58347,244204,44685,20826,286886,67938.0,67005.0,54022.0,25332.0,8978.0,4207.0,1533.0,579.0,305.0,788.0,230687.0,0.09158736138638188
12,Clannad: After Story,13.0,92,8.95,24.0,TV,https://myanimelist.net/anime/4181/Clannad__After_Story,Fall 2008 ,Clannad ~After Story~,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,,Finished Airing ,"Oct 3, 2008 to Mar 27, 2009 ",Fridays at 01:59 (JST) ,"Pony Canyon, TBS, Rakuonsha, Animation Do ",Sentai Filmworks ,Kyoto Animation ,Visual novel ,"Slice of Life, Comedy, Supernatural, Drama, Romance",24 min. per ep. ,PG-13 - Teens 13 or older ,60506,963955,30949,669233,17316,13812,232645,255007.0,137888.0,83863.0,39836.0,16401.0,7867.0,4082.0,1836.0,1370.0,2694.0,550844.0,0.09041096299793944
93,Uchuu Kyoudai,94.0,1017,8.52,99.0,TV,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,Spring 2012 ,Space Brothers,宇宙兄弟,Uchuu Kyodai,Finished Airing ,"Apr 1, 2012 to Mar 22, 2014 ",Sundays at 07:00 (JST) ,"Aniplex, Dentsu, YTV, Trinity Sound ",Sentai Filmworks ,A-1 Pictures ,Manga ,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",24 min. per ep. ,PG-13 - Teens 13 or older ,3320,157090,16920,38652,13357,7138,81023,10005.0,13231.0,11888.0,5968.0,2110.0,928.0,307.0,123.0,64.0,405.0,45029.0,0.08589464969471179
115,Nana,116.0,333,8.47,47.0,TV,https://myanimelist.net/anime/877/Nana,Spring 2006 ,Nana,NANA [ナナ],,Finished Airing ,"Apr 5, 2006 to Mar 28, 2007 ",,"VAP, Nippon Television Network, Shueisha ","VIZ Media, Sentai Filmworks ",Madhouse ,Manga ,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",23 min. per ep. ,R+ - Mild Nudity ,16955,441631,30732,198058,23460,19539,169842,48024.0,44381.0,39278.0,23965.0,10005.0,4825.0,2087.0,795.0,536.0,925.0,174821.0,0.08560623655696815
206,Neon Genesis Evangelion,207.0,53,8.32,26.0,TV,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion,Fall 1995 ,Neon Genesis Evangelion,新世紀エヴァンゲリオン,Shinseiki Evangelion,Finished Airing ,"Oct 4, 1995 to Mar 27, 1996 ",Wednesdays at 18:30 (JST) ,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka ","ADV Films, Netflix ","Gainax, Tatsunoko Production ",Original ,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",24 min. per ep. ,PG-13 - Teens 13 or older ,71480,1266717,75128,887114,38879,22161,243435,204480.0,184064.0,172147.0,101666.0,41531.0,19119.0,10601.0,4915.0,3664.0,4050.0,746237.0,0.08057588990817414
8,Shingeki no Kyojin: The Final Season,9.0,75,9.01,16.0,TV,https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season,Winter 2021 ,Attack on Titan Final Season,進撃の巨人 The Final Season,"Shingeki no Kyojin Season 4, Attack on Titan Season 4",Finished Airing ,"Dec 7, 2020 to Mar 29, 2021 ",Mondays at 00:10 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise ",Funimation ,MAPPA ,Manga ,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,43667,1086755,366248,548104,13402,5816,153185,306125.0,196233.0,93128.0,32877.0,10487.0,4178.0,2085.0,1040.0,930.0,13499.0,660582.0,0.07966918686964518
54,Tengen Toppa Gurren Lagann,55.0,51,8.65,27.0,TV,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,Spring 2007 ,Gurren Lagann,天元突破グレンラガン,"Tengen Toppa Gurren-Lagann, Making Break-Through Gurren Lagann, Heavenly Breakthrough Gurren Lagann, TTGL, Gurren Laggan",Finished Airing ,"Apr 1, 2007 to Sep 30, 2007 ",Sundays at 08:30 (JST) ,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai ","ADV Films, Bandai Entertainment, Aniplex of America ",Gainax ,Original ,"Action, Sci-Fi, Adventure, Comedy, Mecha",24 min. per ep. ,PG-13 - Teens 13 or older ,65397,1285090,75019,846692,59541,44598,259240,231840.0,205748.0,159186.0,81766.0,30079.0,14407.0,6081.0,2533.0,1438.0,2157.0,735235.0,0.07723824011565009
31,Cowboy Bebop,32.0,42,8.77,26.0,TV,https://myanimelist.net/anime/1/Cowboy_Bebop,Spring 1998 ,Cowboy Bebop,カウボーイビバップ,,Finished Airing ,"Apr 3, 1998 to Apr 24, 1999 ",Saturdays at 01:00 (JST) ,Bandai Visual ,"Funimation, Bandai Entertainment ",Sunrise ,Original ,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",24 min. per ep. ,R - 17+ (violence & profanity) ,59319,1352185,115187,768079,77505,28803,362611,245919.0,195327.0,142255.0,67343.0,22238.0,9556.0,3420.0,1438.0,786.0,1684.0,689966.0,0.07723033698356549
106,Banana Fish,107.0,278,8.49,24.0,TV,https://myanimelist.net/anime/36649/Banana_Fish,Summer 2018 ,,BANANA FISH,,Finished Airing ,"Jul 6, 2018 to Dec 21, 2018 ",Fridays at 00:55 (JST) ,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan ",,MAPPA ,Manga ,"Action, Adventure, Drama, Shoujo",22 min. per ep. ,R - 17+ (violence & profanity) ,18022,508285,51466,234239,23722,21499,177359,62252.0,54418.0,50495.0,26328.0,10536.0,4678.0,2162.0,855.0,481.0,883.0,213088.0,0.07693851152028484
188,Shinsekai yori,189.0,179,8.34,25.0,TV,https://myanimelist.net/anime/13125/Shinsekai_yori,Fall 2012 ,From the New World,新世界より,Shin Sekai yori,Finished Airing ,"Sep 29, 2012 to Mar 23, 2013 ",Saturdays at 00:30 (JST) ,"Aniplex, TV Asahi, Pony Canyon ",Sentai Filmworks ,A-1 Pictures ,Novel ,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",22 min. per ep. ,R - 17+ (violence & profanity) ,20046,645562,45283,262819,31331,27989,278140,57991.0,65716.0,55859.0,30621.0,13502.0,7119.0,4176.0,1872.0,1055.0,1322.0,239233.0,0.07627302440082338
62,Ping Pong the Animation,63.0,542,8.62,11.0,TV,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,Spring 2014 ,Ping Pong the Animation,ピンポン THE ANIMATION,PPTA,Finished Airing ,"Apr 11, 2014 to Jun 20, 2014 ",Fridays at 00:50 (JST) ,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Science SARU ",Funimation ,Tatsunoko Production ,Manga ,"Drama, Psychological, Seinen, Sports",23 min. per ep. ,PG-13 - Teens 13 or older ,11744,288242,12260,155358,7637,6031,106956,36854.0,44243.0,32586.0,13824.0,4397.0,1938.0,895.0,446.0,311.0,1057.0,136551.0,0.07559314615275686
109,Mo Dao Zu Shi,110.0,1102,8.49,15.0,ONA,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi,,,魔道祖师,"Modao Zushi, Grandmaster of Demonic Cultivation, The Founder of Diabolism, Mo Dao Zu Shi: Qianchen Pian, 魔道祖师 前尘篇, Madou Soshi",Finished Airing ,"Jul 9, 2018 to Oct 6, 2018 ",,Tencent Penguin Pictures ,,B.CMAY PICTURES ,Novel ,"Action, Adventure, Mystery, Historical, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,4206,146530,13179,55884,4420,4359,68688,13103.0,12324.0,11601.0,5866.0,2044.0,944.0,395.0,187.0,113.0,480.0,47057.0,0.07526304487867726
137,Mononoke,138.0,680,8.43,12.0,TV,https://myanimelist.net/anime/2246/Mononoke,Summer 2007 ,Mononoke,モノノ怪,,Finished Airing ,"Jul 13, 2007 to Sep 28, 2007 ",,Fuji TV ,Flatiron Film Company ,Toei Animation ,Original ,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",22 min. per ep. ,R - 17+ (violence & profanity) ,5754,235244,15201,76474,9943,5121,128505,16794.0,18522.0,17654.0,8992.0,3361.0,1338.0,630.0,240.0,147.0,514.0,68192.0,0.07524125846692993
328,Naruto: Shippuuden,329.0,16,8.18,500.0,TV,https://myanimelist.net/anime/1735/Naruto__Shippuuden,Winter 2007 ,Naruto: Shippuden,ナルト- 疾風伝,Naruto Hurricane Chronicles,Finished Airing ,"Feb 15, 2007 to Mar 23, 2017 ",Thursdays at 19:30 (JST) ,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,74745,1710711,377967,995073,115422,129376,92873,281894.0,239558.0,266921.0,193957.0,82965.0,39215.0,17123.0,7146.0,3642.0,4672.0,1137093.0,0.07511509205857259
329,Naruto: Shippuuden,330.0,16,8.18,500.0,TV,https://myanimelist.net/anime/1735/Naruto__Shippuuden,Winter 2007 ,Naruto: Shippuden,ナルト- 疾風伝,Naruto Hurricane Chronicles,Finished Airing ,"Feb 15, 2007 to Mar 23, 2017 ",Thursdays at 19:30 (JST) ,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,74903,1713402,378215,997179,115501,129453,93054,282482.0,239955.0,267331.0,194215.0,83042.0,39257.0,17152.0,7158.0,3650.0,4679.0,1138921.0,0.07511489913044699
906,Texhnolyze,907.0,848,7.76,22.0,TV,https://myanimelist.net/anime/26/Texhnolyze,Spring 2003 ,Texhnolyze,TEXHNOLYZE,Technolyze,Finished Airing ,"Apr 17, 2003 to Sep 25, 2003 ",Thursdays at 03:28 (JST) ,"Group TAC, Rondo Robe, Fuji TV, Pioneer LDC ","Funimation, Geneon Entertainment USA ",Madhouse ,Original ,"Action, Sci-Fi, Psychological, Drama",23 min. per ep. ,R+ - Mild Nudity ,3614,191144,11843,49178,10103,8395,111625,7116.0,8577.0,11262.0,8886.0,4576.0,2531.0,1501.0,716.0,423.0,686.0,46274.0,0.073488145105535
485,Serial Experiments Lain,486.0,260,8.04,13.0,TV,https://myanimelist.net/anime/339/Serial_Experiments_Lain,Summer 1998 ,Serial Experiments Lain,シリアルエクスペリメンツレイン,,Finished Airing ,"Jul 6, 1998 to Sep 28, 1998 ",Tuesdays at 01:15 (JST) ,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music ","Funimation, Geneon Entertainment USA ",Triangle Staff ,Original ,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",23 min. per ep. ,R - 17+ (violence & profanity) ,16898,520788,34117,233100,24718,16163,212690,42628.0,45102.0,51059.0,33806.0,15460.0,7561.0,4259.0,1806.0,1138.0,1410.0,204229.0,0.0724924924924925
9,3-gatsu no Lion 2nd Season,10.0,530,8.99,22.0,TV,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,Fall 2017 ,March Comes In Like A Lion 2nd Season,3月のライオン 第2シリーズ,Sangatsu no Lion Second Season,Finished Airing ,"Oct 14, 2017 to Mar 31, 2018 ",Saturdays at 23:00 (JST) ,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory ",Aniplex of America ,Shaft ,Manga ,"Drama, Game, Seinen, Slice of Life",25 min. per ep. ,PG-13 - Teens 13 or older ,11640,293017,21270,164318,7825,3505,96099,57295.0,47079.0,25981.0,9151.0,2655.0,1063.0,367.0,187.0,98.0,904.0,144780.0,0.07083825265643448
200,Natsume Yuujinchou,201.0,341,8.33,13.0,TV,https://myanimelist.net/anime/4081/Natsume_Yuujinchou,Summer 2008 ,Natsume's Book of Friends,夏目友人帳,"Natsume Yujincho, Natsume Yujin-cho",Finished Airing ,"Jul 8, 2008 to Sep 30, 2008 ",Tuesdays at 01:00 (JST) ,"Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment ","NIS America, Inc. ",Brain's Base ,Manga ,"Slice of Life, Demons, Supernatural, Drama, Shoujo",24 min. per ep. ,PG-13 - Teens 13 or older ,13162,430743,26456,187745,18042,10022,188478,31735.0,40135.0,46065.0,24955.0,7834.0,3180.0,885.0,346.0,148.0,247.0,155530.0,0.07010572851474074
354,Kaiba,355.0,1302,8.16,12.0,TV,https://myanimelist.net/anime/3701/Kaiba,Spring 2008 ,Kaiba,カイバ,,Finished Airing ,"Apr 11, 2008 to Jul 25, 2008 ",,"VAP, WOWOW ",Discotek Media ,Madhouse ,Original ,"Adventure, Mystery, Romance, Sci-Fi",24 min. per ep. ,R+ - Mild Nudity ,2854,118857,5814,40779,4262,2900,65102,6304.0,9653.0,10040.0,5636.0,2300.0,961.0,482.0,206.0,183.0,356.0,36121.0,0.06998700311434806
840,Bleach,841.0,37,7.8,366.0,TV,https://myanimelist.net/anime/269/Bleach,Fall 2004 ,Bleach,BLEACH - ブリーチ -,,Finished Airing ,"Oct 5, 2004 to Mar 27, 2012 ",Tuesdays at 18:00 (JST) ,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,47556,1385650,223055,684147,140922,183416,154110,123079.0,144887.0,206922.0,187589.0,86783.0,44548.0,17850.0,7086.0,3239.0,3083.0,825066.0,0.06951137694092059
27,Jujutsu Kaisen (TV),28.0,67,8.78,24.0,TV,https://myanimelist.net/anime/40748/Jujutsu_Kaisen_TV,Fall 2020 ,,呪術廻戦,Sorcery Fight,Finished Airing ,"Oct 3, 2020 to Mar 27, 2021 ",Saturdays at 01:25 (JST) ,"TOHO animation, Shueisha, dugout ",,MAPPA ,Manga ,"Action, Demons, Supernatural, School, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,39516,1127022,362491,571655,19958,8619,164299,171857.0,242007.0,162151.0,47407.0,10785.0,4147.0,1242.0,511.0,333.0,1273.0,641713.0,0.06912560897744269
42,Code Geass: Hangyaku no Lelouch,43.0,17,8.71,25.0,TV,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,Fall 2006 ,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,,Finished Airing ,"Oct 6, 2006 to Jul 29, 2007 ",Fridays at 01:25 (JST) ,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners ","Funimation, Bandai Entertainment ",Sunrise ,Original ,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",24 min. per ep. ,R - 17+ (violence & profanity) ,86981,1708318,77125,1294948,44808,33200,258237,347734.0,334003.0,231709.0,100649.0,34043.0,15652.0,7579.0,3331.0,1765.0,2803.0,1079268.0,0.06716949252016297
202,NHK ni Youkoso!,203.0,218,8.33,24.0,TV,https://myanimelist.net/anime/1210/NHK_ni_Youkoso,Summer 2006 ,Welcome to the N.H.K.,N・H・Kにようこそ！,Welcome to the NHK,Finished Airing ,"Jul 10, 2006 to Dec 18, 2006 ",,"NHK, Victor Entertainment ","ADV Films, Funimation ",Gonzo ,Novel ,"Comedy, Psychological, Drama, Romance",24 min. per ep. ,R+ - Mild Nudity ,20886,576164,30873,315200,24717,16323,189051,53645.0,77332.0,76506.0,40880.0,14472.0,5974.0,2540.0,956.0,530.0,627.0,273462.0,0.06626269035532995
34,Hajime no Ippo,35.0,355,8.74,75.0,TV,https://myanimelist.net/anime/263/Hajime_no_Ippo,Fall 2000 ,Fighting Spirit,はじめの一歩 THE FIGHTING!,"The First Step, Hajime no Ippo: The Fighting",Finished Airing ,"Oct 4, 2000 to Mar 27, 2002 ",Tuesdays at 00:50 (JST) ,VAP ,"Discotek Media, Geneon Entertainment USA ",Madhouse ,Manga ,"Comedy, Sports, Drama, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,15037,410597,33470,234578,20697,10298,111554,58771.0,66354.0,51249.0,20690.0,5315.0,1918.0,585.0,223.0,151.0,686.0,205942.0,0.06410234548849424
3,Gintama°,4.0,336,9.09,51.0,TV,https://myanimelist.net/anime/28977/Gintama°,Spring 2015 ,Gintama Season 4,銀魂°,Gintama' (2015),Finished Airing ,"Apr 8, 2015 to Mar 30, 2016 ",Wednesdays at 18:00 (JST) ,"TV Tokyo, Aniplex, Dentsu ","Funimation, Crunchyroll ",Bandai Namco Pictures ,Manga ,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,11212,439248,50736,180928,17929,12374,177281,84738.0,41129.0,23333.0,11370.0,4257.0,2499.0,1015.0,687.0,1162.0,4788.0,174978.0,0.0619694021931376
108,Kenpuu Denki Berserk,109.0,319,8.49,25.0,TV,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,Fall 1997 ,Berserk,剣風伝奇ベルセルク,"Berserk: The Chronicles of Wind Blades, Sword-Wind Chronicle Berserk",Finished Airing ,"Oct 8, 1997 to Apr 1, 1998 ",Wednesdays at 01:45 (JST) ,"VAP, Hakusensha, Nippon Television Network ","Media Blasters, NYAV Post ",OLM ,Manga ,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",25 min. per ep. ,R+ - Mild Nudity ,18029,457152,21310,291661,13328,9700,121153,62366.0,69977.0,64168.0,30545.0,9881.0,4060.0,1789.0,703.0,469.0,867.0,244825.0,0.06181491526121079
199,Kino no Tabi: The Beautiful World,200.0,669,8.33,13.0,TV,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,Spring 2003 ,Kino's Journey,キノの旅 -the Beautiful World-,Kino's Travels: The Beautiful World,Finished Airing ,"Apr 8, 2003 to Jul 8, 2003 ",Tuesdays at 18:30 (JST) ,"WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works ","ADV Films, Sentai Filmworks ",A.C.G.T. ,Light novel ,"Action, Adventure, Psychological, Slice of Life",24 min. per ep. ,R - 17+ (violence & profanity) ,5559,238258,13336,90151,9036,5301,120434,16029.0,21617.0,21687.0,11532.0,4208.0,1864.0,674.0,268.0,145.0,196.0,78220.0,0.06166320950405431
